date,channel,spend
2019-01-13,Instagram,31.73
2019-01-22,Instagram,31.98
2019-01-02,Instagram,26.88
2019-01-01,Instagram,18.39
2019-01-12,Instagram,33.47
2019-01-28,Instagram,17.69
2019-01-21,Instagram,20.87
2019-01-14,Instagram,24.41
2019-01-15,Instagram,32.08
2019-01-23,Instagram,25.14
2019-01-17,Instagram,26.92
2019-01-20,Instagram,24.75
2019-01-25,Instagram,33.49
2019-01-24,Instagram,30.54
2019-01-21,Instagram,26.73
2019-01-26,Instagram,25.16
2019-01-15,Instagram,33.97
2019-01-17,Instagram,32.13
2019-01-15,Instagram,27.4
2019-01-26,Instagram,27.44
2019-01-27,Instagram,22.27
2019-01-16,Instagram,19.34
2019-01-22,Instagram,20.05
2019-01-21,Instagram,18.3
2019-01-23,Instagram,30.92
2019-01-25,Instagram,36.08
2019-01-24,Instagram,17.85
2019-01-28,Instagram,23.95
2019-01-22,Instagram,33.37
2019-01-21,Instagram,26.7
2019-01-16,Instagram,18.88
2019-01-27,Instagram,20.15
2019-01-25,Instagram,21
2019-01-17,Instagram,26.69
2019-01-28,Instagram,34.39
2019-01-21,Instagram,23.28
2019-01-02,Instagram,27.33
2019-01-06,Instagram,22.46
2019-01-12,Instagram,23.8
2019-01-20,Instagram,25.56
2019-01-25,Instagram,23.96
2019-01-15,Instagram,23.44
2019-01-24,Instagram,23.85
2019-01-22,Instagram,31.04
2019-01-11,Instagram,33.5
2019-01-17,Instagram,33.79
2019-01-27,Instagram,23.86
2019-01-05,Instagram,22.31
2019-01-03,Instagram,30.64
2019-01-02,Instagram,21.76
2019-01-01,Instagram,28.33
2019-01-08,Instagram,35.36
2019-01-03,Instagram,28.51
2019-01-01,Instagram,27.46
2019-01-02,Instagram,26.49
2019-01-26,Instagram,20.69
2019-01-26,Instagram,19.11
2019-01-27,Instagram,31.61
2019-01-21,Instagram,32.85
2019-01-26,Instagram,40.19
2019-01-17,Instagram,62.43
2019-01-13,Instagram,56.97
2019-01-23,Instagram,39.69
2019-01-14,Instagram,46.67
2019-01-20,Instagram,43.23
2019-01-16,Instagram,44.52
2019-01-19,Instagram,41.06
2019-01-21,Instagram,41.15
2019-01-24,Instagram,44.23
2019-01-22,Instagram,40.07
2019-01-07,Instagram,57.22
2019-01-06,Instagram,53.28
2019-01-05,Instagram,43.56
2019-01-16,Instagram,48.22
2019-01-17,Instagram,70.49
2019-01-15,Instagram,43.25
2019-01-16,Instagram,46.62
2019-01-16,Instagram,76.16
2019-01-25,Instagram,77.77
2019-01-22,Instagram,70.59
2019-01-27,Instagram,53.25
2019-01-23,Instagram,63.61
2019-01-26,Instagram,65.41
2019-01-21,Instagram,66.23
2019-01-28,Instagram,42.08
2019-01-23,Instagram,55.49
2019-01-25,Instagram,77.78
2019-01-16,Instagram,65.75
2019-01-24,Instagram,52.36
2019-01-28,Instagram,76.85
2019-01-23,Instagram,37.99
2019-01-17,Instagram,52.86
2019-01-16,Instagram,60
2019-01-15,Instagram,36.64
2019-01-17,Instagram,45.16
2019-01-11,Instagram,58.45
2019-01-12,Instagram,57.83
2019-01-05,Instagram,70.43
2019-01-02,Instagram,49.25
2019-01-14,Instagram,47.11
2019-01-04,Instagram,76.98
2019-01-09,Instagram,39.65
2019-01-17,Instagram,37.47
2019-01-07,Instagram,72.04
2019-01-03,Instagram,63.48
2019-01-10,Instagram,39.03
2019-01-08,Instagram,63.72
2019-01-16,Instagram,48.13
2019-01-01,Instagram,47.61
2019-01-06,Instagram,66.67
2019-01-25,Instagram,62.61
2019-01-05,Instagram,52.5
2019-01-28,Instagram,42.82
2019-01-23,Instagram,54.21
2019-01-09,Instagram,80.17
2019-01-07,Instagram,65.44
2019-01-26,Instagram,68.18
2019-01-06,Instagram,78.65
2019-01-27,Instagram,56.31
2019-01-08,Instagram,74.29
2019-01-24,Instagram,62.54
2019-01-09,Instagram,45.41
2019-01-11,Instagram,46.35
2019-01-04,Instagram,65.5
2019-01-16,Instagram,77.14
2019-01-05,Instagram,50.55
2019-01-06,Instagram,37.98
2019-01-03,Instagram,39.96
2019-01-22,Instagram,76.51
2019-01-21,Instagram,58.95
2019-01-28,Instagram,68.77
2019-01-22,Instagram,45.03
2019-01-27,Instagram,41.15
2019-01-16,Instagram,79.38
2019-01-25,Instagram,69.62
2019-01-23,Instagram,37.63
2019-01-26,Instagram,71.75
2019-01-24,Instagram,39.93
2019-01-19,Instagram,42.93
2019-01-20,Instagram,65.61
2019-01-22,Instagram,38.79
2019-01-25,Instagram,76.91
2019-01-17,Instagram,75.78
2019-01-21,Instagram,49.9
2019-01-16,Instagram,48.84
2019-01-23,Instagram,63.02
2019-01-24,Instagram,69.43
2019-01-20,Instagram,79.78
2019-01-19,Instagram,73.41
2019-01-28,Instagram,50.73
2019-01-24,Instagram,46.66
2019-01-03,Instagram,47.85
2019-01-10,Instagram,46.89
2019-01-04,Instagram,62.06
2019-01-23,Instagram,65.58
2019-01-16,Instagram,55.59
2019-01-07,Instagram,62.88
2019-01-09,Instagram,63.02
2019-01-10,Instagram,74.58
2019-01-05,Instagram,71.71
2019-01-07,Instagram,41.53
2019-01-04,Instagram,40.19
2019-01-26,Instagram,71.65
2019-01-06,Instagram,44.92
2019-01-09,Instagram,40.19
2019-01-23,Instagram,38.42
2019-01-24,Instagram,43.94
2019-01-14,Instagram,70.15
2019-01-06,Instagram,67.89
2019-01-20,Instagram,49.76
2019-01-13,Instagram,60.38
2019-01-19,Instagram,44.52
2019-01-15,Instagram,52.12
2019-01-04,Instagram,59.33
2019-01-05,Instagram,68.21
2019-01-17,Instagram,51.52
2019-01-27,Instagram,76.85
2019-01-21,Instagram,72.46
2019-01-02,Instagram,63.94
2019-01-07,Instagram,75.61
2019-01-01,Instagram,37.91
2019-01-05,Instagram,63.29
2019-01-04,Instagram,62.56
2019-01-08,Instagram,79.46
2019-01-09,Instagram,56.88
2019-01-28,Instagram,67.32
2019-01-22,Instagram,49.31
2019-01-11,Instagram,2.2
2019-01-17,Instagram,1.16
2019-01-07,Instagram,2.25
2019-01-08,Instagram,1.54
2019-01-11,Instagram,1.7
2019-01-13,Instagram,1.41
2019-01-28,Instagram,2.25
2019-01-28,Instagram,3.08
2019-01-25,Instagram,1.35
2019-01-17,Instagram,2.9
2019-01-24,Instagram,1.21
2019-01-04,Instagram,3.12
2019-01-23,Instagram,1.61
2019-01-21,Instagram,1.83
2019-01-16,Instagram,3.33
2019-01-15,Instagram,2.14
2019-01-15,Instagram,2.78
2019-01-16,Instagram,1.88
2019-01-24,Instagram,3.37
2019-01-26,Instagram,2.09
2019-01-09,Instagram,2.17
2019-01-25,Instagram,2.14
2019-01-04,Instagram,2.5
2019-01-19,Instagram,3.16
2019-01-04,Instagram,1.58
2019-01-03,Instagram,1.5
2019-01-21,Instagram,2
2019-01-05,Instagram,3.34
2019-01-22,Instagram,1.73
2019-01-25,Instagram,2.95
2019-01-15,Instagram,3.17
2019-01-17,Instagram,2.76
2019-01-15,Instagram,3.38
2019-01-21,Instagram,3.39
2019-01-20,Instagram,1.71
2019-01-17,Instagram,2.63
2019-01-19,Instagram,1.18
2019-01-15,Instagram,2.46
2019-01-15,Instagram,2.77
2019-01-17,Instagram,2.07
2019-01-22,Instagram,1.14
2019-01-23,Instagram,2.73
2019-01-11,Instagram,1.15
2019-01-07,Instagram,1.76
2019-01-08,Instagram,3.17
2019-01-26,Instagram,2.46
2019-01-27,Instagram,1.74
2019-01-26,Instagram,3.01
2019-01-25,Instagram,1.72
2019-01-27,Instagram,2.87
2019-01-15,Instagram,0.49
2019-01-23,Instagram,0.21
2019-01-24,Instagram,0.76
2019-01-25,Instagram,0.14
2019-01-27,Instagram,0.25
2019-01-12,Instagram,0.53
2019-01-19,Instagram,0.38
2019-01-21,Instagram,0.28
2019-01-16,Instagram,0.9
2019-01-13,Instagram,0.46
2019-01-20,Instagram,0.33
2019-01-14,Instagram,0.84
2019-01-20,Instagram,0.12
2019-01-17,Instagram,0.22
2019-01-12,Instagram,0.69
2019-01-14,Instagram,0.36
2019-01-26,Instagram,0.37
2019-01-27,Instagram,0.35
2019-01-19,Instagram,0.18
2019-01-14,Instagram,1.07
2019-01-15,Instagram,0.57
2019-01-25,Instagram,0.46
2019-01-20,Instagram,0.31
2019-01-26,Instagram,0.28
2019-01-16,Instagram,0.86
2019-01-01,Instagram,0.9
2019-01-02,Instagram,0.29
2019-01-21,Instagram,0.15
2019-01-20,Instagram,0.16
2019-01-24,Instagram,0.22
2019-01-17,Instagram,0.22
2019-01-17,Instagram,0.19
2019-01-19,Instagram,0.11
2019-01-21,Instagram,0.17
2019-01-20,Instagram,1.01
2019-01-19,Instagram,1.01
2019-01-24,Instagram,0.96
2019-01-21,Instagram,0.88
2019-01-06,Instagram,0.21
2019-01-24,Instagram,0.18
2019-01-03,Instagram,0.19
2019-01-12,Instagram,0.88
2019-01-09,Instagram,0.9
2019-01-01,Instagram,0.35
2019-01-02,Instagram,0.13
2019-01-21,Instagram,0.18
2019-01-20,Instagram,0.45
2019-01-16,Instagram,0.45
2019-01-13,Instagram,0.34
2019-01-15,Instagram,0.32
2019-01-14,Instagram,0.61
2019-01-17,Instagram,0.77
2019-01-19,Instagram,0.45
2019-01-10,Instagram,0.48
2019-01-28,Instagram,0.14
2019-01-25,Instagram,0.13
2019-01-28,Instagram,1.03
2019-01-27,Instagram,0.51
2019-01-26,Instagram,0.58
2019-01-25,Instagram,0.74
2019-01-09,Media,175.01
2019-01-07,Media,222.57
2019-01-08,Media,235.38
2019-01-03,Media,165.82
2019-01-04,Media,198.98
2019-01-06,Media,223.23
2019-01-05,Media,253.51
2019-01-17,Media,21.65
2019-01-12,Media,73.73
2019-01-10,Media,73.2
2019-01-16,Media,66.11
2019-01-14,Media,57.99
2019-01-15,Media,70.04
2019-01-11,Media,74.16
2019-01-13,Media,74.26
2019-01-10,Instagram,0.07
2019-01-21,Instagram,0
2019-01-05,Instagram,0.06
2019-01-21,Instagram,0.04
2019-01-20,Instagram,0.03
2019-01-12,Instagram,0.1
2019-01-21,Instagram,0.04
2019-01-21,Instagram,0.07
2019-01-21,Instagram,0.04
2019-01-14,Instagram,0.07
2019-01-19,Instagram,0.02
2019-01-21,Instagram,0.02
2019-01-10,Instagram,0.05
2019-01-05,Instagram,0.04
2019-01-21,Instagram,0.03
2019-01-04,Instagram,0.04
2019-01-19,Instagram,0.04
2019-01-01,Instagram,0.1
2019-01-16,Instagram,0.09
2019-01-28,Instagram,0.07
2019-01-28,Instagram,0.05
2019-01-25,Instagram,0.08
2019-01-28,Instagram,0.02
2019-01-28,Instagram,0.08
2019-01-28,Instagram,0
2019-01-26,Instagram,0
2019-01-25,Instagram,0.02
2019-01-27,Instagram,0.03
2019-01-28,Instagram,0.01
2019-01-26,Instagram,0.04
2019-01-28,Instagram,0.04
2019-01-25,Instagram,0.06
2019-01-27,Instagram,6.03
2019-01-26,Instagram,5.58
2019-01-24,Instagram,8.19
2019-01-25,Instagram,6.43
2019-01-03,Instagram,5.61
2019-01-01,Instagram,7.76
2019-01-05,Instagram,6.79
2019-01-08,Instagram,7.91
2019-01-21,Instagram,4.02
2019-01-07,Instagram,7.83
2019-01-02,Instagram,6.03
2019-01-04,Instagram,7.59
2019-01-16,Instagram,4.84
2019-01-08,Instagram,7.65
2019-01-15,Instagram,7.29
2019-01-11,Instagram,3.73
2019-01-17,Instagram,6.72
2019-01-14,Instagram,4.83
2019-01-15,Instagram,3.77
2019-01-08,Instagram,3.8
2019-01-12,Instagram,4.84
2019-01-17,Instagram,7.35
2019-01-14,Instagram,6.11
2019-01-09,Instagram,5.91
2019-01-07,Instagram,5.78
2019-01-05,Instagram,3.95
2019-01-08,Instagram,6.25
2019-01-03,Instagram,5.33
2019-01-09,Instagram,8.23
2019-01-10,Instagram,4.3
2019-01-04,Instagram,7.3
2019-01-13,Instagram,8.11
2019-01-09,Instagram,5.16
2019-01-10,Instagram,4.77
2019-01-11,Instagram,7.05
2019-01-11,Instagram,7.83
2019-01-07,Instagram,7.49
2019-01-15,Instagram,5.04
2019-01-14,Instagram,4.55
2019-01-16,Instagram,4.57
2019-01-01,Instagram,7.03
2019-01-03,Instagram,6.11
2019-01-04,Instagram,4.86
2019-01-13,Instagram,3.99
2019-01-06,Instagram,7.27
2019-01-21,Instagram,8.1
2019-01-10,Instagram,7.96
2019-01-08,Instagram,6.84
2019-01-12,Instagram,4.94
2019-01-05,Instagram,6.64
2019-01-02,Instagram,7.08
2019-01-28,Instagram,5.6
2019-01-28,Instagram,6.41
2019-01-28,Instagram,6.44
2019-01-28,Instagram,7.2
2019-01-28,Instagram,4.88
2019-01-26,Instagram,4.26
2019-01-28,Instagram,5.11
2019-01-06,Instagram,131.83
2019-01-05,Instagram,100.01
2019-01-13,Instagram,94.69
2019-01-17,Instagram,103.52
2019-01-15,Instagram,102.45
2019-01-16,Instagram,104.76
2019-01-14,Instagram,85.58
2019-01-07,Instagram,80.57
2019-01-08,Instagram,94.24
2019-01-04,Instagram,100.1
2019-01-07,Instagram,87.7
2019-01-28,Instagram,86.1
2019-01-28,Instagram,8.95
2019-01-19,Instagram,10.74
2019-01-06,Instagram,11.63
2019-01-20,Instagram,10.73
2019-01-09,Instagram,10.05
2019-01-17,Instagram,9.62
2019-01-13,Instagram,13.82
2019-01-14,Instagram,12.02
2019-01-12,Instagram,11.62
2019-01-10,Instagram,9.36
2019-01-15,Instagram,11.81
2019-01-16,Instagram,9.48
2019-01-11,Instagram,10.53
2019-01-07,Instagram,13.07
2019-01-10,Instagram,16.08
2019-01-12,Instagram,12.62
2019-01-13,Instagram,13.17
2019-01-10,Instagram,10.71
2019-01-15,Instagram,8.78
2019-01-16,Instagram,13.01
2019-01-11,Instagram,9.37
2019-01-13,Instagram,13.95
2019-01-17,Instagram,10.66
2019-01-12,Instagram,9.61
2019-01-14,Instagram,12.96
2019-01-13,Instagram,9.36
2019-01-12,Instagram,10.82
2019-01-20,Instagram,12.4
2019-01-09,Instagram,11.57
2019-01-19,Instagram,11.2
2019-01-25,Instagram,11.54
2019-01-27,Instagram,9.55
2019-01-28,Instagram,13.61
2019-01-26,Instagram,13.48
2019-01-25,Instagram,13.12
2019-01-25,Instagram,10.44
2019-01-25,Instagram,11.98
2019-01-28,Instagram,14.47
2019-01-21,Instagram,19.85
2019-01-03,Instagram,34.39
2019-01-14,Instagram,32.3
2019-01-02,Instagram,24.33
2019-01-11,Instagram,26.69
2019-01-06,Instagram,28.37
2019-01-15,Instagram,34.05
2019-01-16,Instagram,20.64
2019-01-03,Instagram,19.12
2019-01-04,Instagram,32.1
2019-01-07,Instagram,33.06
2019-01-01,Instagram,26.12
2019-01-09,Instagram,17.62
2019-01-12,Instagram,27.51
2019-01-15,Instagram,24.64
2019-01-16,Instagram,28.53
2019-01-11,Instagram,19.31
2019-01-13,Instagram,31.31
2019-01-14,Instagram,36.13
2019-01-17,Instagram,23.5
2019-01-15,Instagram,26.97
2019-01-28,Instagram,21.48
2019-01-26,Instagram,23.78
2019-01-27,Instagram,29.86
2019-01-28,Instagram,22.23
2019-01-28,Instagram,22.12
2019-01-25,Instagram,51.23
2019-01-26,Instagram,51.99
2019-01-24,Instagram,48.91
2019-01-27,Instagram,44.11
2019-01-11,Instagram,55.42
2019-01-04,Instagram,75.64
2019-01-20,Instagram,69.09
2019-01-01,Instagram,67.32
2019-01-10,Instagram,57.23
2019-01-09,Instagram,58.69
2019-01-12,Instagram,67.83
2019-01-19,Instagram,71.29
2019-01-02,Instagram,51.17
2019-01-08,Instagram,68.78
2019-01-08,Instagram,37.86
2019-01-05,Instagram,39.73
2019-01-01,Instagram,36.67
2019-01-02,Instagram,44.72
2019-01-05,Instagram,63.4
2019-01-10,Instagram,42.89
2019-01-09,Instagram,79.68
2019-01-06,Instagram,50.11
2019-01-03,Instagram,73.75
2019-01-08,Instagram,63.37
2019-01-07,Instagram,58.76
2019-01-12,Instagram,41.41
2019-01-05,Instagram,72.19
2019-01-10,Instagram,43.36
2019-01-04,Instagram,39.88
2019-01-09,Instagram,72.28
2019-01-06,Instagram,62.51
2019-01-01,Instagram,48.81
2019-01-11,Instagram,48.88
2019-01-16,Instagram,37.69
2019-01-03,Instagram,51.23
2019-01-02,Instagram,59.42
2019-01-28,Instagram,50.43
2019-01-27,Instagram,41.75
2019-01-26,Instagram,37.68
2019-01-06,Instagram,1.98
2019-01-02,Instagram,1.41
2019-01-16,Instagram,1.2
2019-01-03,Instagram,1.87
2019-01-15,Instagram,1.76
2019-01-14,Instagram,1.57
2019-01-07,Instagram,2.36
2019-01-08,Instagram,1.73
2019-01-12,Instagram,1.54
2019-01-13,Instagram,1.61
2019-01-01,Instagram,2.51
2019-01-03,Instagram,1.77
2019-01-05,Instagram,1.82
2019-01-07,Instagram,2.24
2019-01-04,Instagram,1.82
2019-01-10,Instagram,1.48
2019-01-06,Instagram,2.11
2019-01-02,Instagram,2.43
2019-01-09,Instagram,2.07
2019-01-16,Instagram,1.5
2019-01-09,Instagram,1.41
2019-01-11,Instagram,1.89
2019-01-19,Instagram,2.19
2019-01-17,Instagram,1.24
2019-01-15,Instagram,1.59
2019-01-16,Instagram,1.72
2019-01-20,Instagram,2.1
2019-01-10,Instagram,3.39
2019-01-13,Instagram,1.91
2019-01-17,Instagram,1.36
2019-01-15,Instagram,1.56
2019-01-06,Instagram,3.05
2019-01-02,Instagram,2.42
2019-01-11,Instagram,2.14
2019-01-16,Instagram,2.18
2019-01-17,Instagram,1.18
2019-01-01,Instagram,2.57
2019-01-17,Instagram,2.5
2019-01-20,Instagram,1.07
2019-01-12,Instagram,1.86
2019-01-11,Instagram,1.55
2019-01-13,Instagram,3.1
2019-01-09,Instagram,1.21
2019-01-10,Instagram,1.84
2019-01-08,Instagram,1.62
2019-01-07,Instagram,1.15
2019-01-16,Instagram,1.92
2019-01-17,Instagram,1.16
2019-01-11,Instagram,1.51
2019-01-11,Instagram,1.89
2019-01-13,Instagram,1.89
2019-01-12,Instagram,1.22
2019-01-09,Instagram,3.06
2019-01-16,Instagram,1.23
2019-01-10,Instagram,1.94
2019-01-17,Instagram,3.07
2019-01-20,Instagram,2.28
2019-01-21,Instagram,1.47
2019-01-19,Instagram,2.08
2019-01-28,Instagram,1.33
2019-01-26,Instagram,1.3
2019-01-27,Instagram,2.95
2019-01-28,Instagram,3.42
2019-01-26,Instagram,2
2019-01-26,Instagram,1.11
2019-01-27,Instagram,1.26
2019-01-27,Instagram,1.34
2019-01-25,Instagram,1.14
2019-01-27,Instagram,1.97
2019-01-26,Instagram,1.6
2019-01-27,Instagram,1.49
2019-01-25,Instagram,1.9
2019-01-26,Instagram,1.44
2019-01-27,Instagram,1.3
2019-01-28,Instagram,2.64
2019-01-28,Instagram,1.36
2019-01-25,Instagram,1.8
2019-01-27,Instagram,1.68
2019-01-26,Instagram,1.53
2019-01-25,Instagram,1.67
2019-01-27,Instagram,1.33
2019-01-28,Instagram,2.08
2019-01-26,Instagram,2.88
2019-01-27,Instagram,2.67
2019-01-25,Instagram,1.6
2019-01-27,Instagram,1.67
2019-01-26,Instagram,1.61
2019-01-28,Instagram,0.7
2019-01-02,Instagram,0.44
2019-01-01,Instagram,0.64
2019-01-04,Instagram,0.91
2019-01-06,Instagram,0.4
2019-01-19,Instagram,0.2
2019-01-09,Instagram,0.4
2019-01-19,Instagram,0.2
2019-01-17,Instagram,0.85
2019-01-04,Instagram,0.22
2019-01-14,Instagram,0.32
2019-01-11,Instagram,0.12
2019-01-17,Instagram,0.26
2019-01-13,Instagram,0.19
2019-01-11,Instagram,0.35
2019-01-09,Instagram,0.29
2019-01-05,Instagram,0.19
2019-01-01,Instagram,0.19
2019-01-13,Instagram,1.07
2019-01-03,Instagram,0.58
2019-01-10,Instagram,0.4
2019-01-20,Instagram,0.32
2019-01-12,Instagram,0.44
2019-01-17,Instagram,0.83
2019-01-20,Instagram,0.63
2019-01-14,Instagram,0.7
2019-01-19,Instagram,0.44
2019-01-21,Instagram,0.17
2019-01-19,Instagram,0.3
2019-01-20,Instagram,0.27
2019-01-20,Instagram,0.56
2019-01-17,Instagram,0.43
2019-01-19,Instagram,0.14
2019-01-14,Instagram,0.89
2019-01-12,Instagram,0.96
2019-01-13,Instagram,0.64
2019-01-17,Instagram,0.8
2019-01-19,Instagram,0.22
2019-01-21,Instagram,0.88
2019-01-21,Instagram,0.21
2019-01-20,Instagram,0.24
2019-01-19,Instagram,0.4
2019-01-14,Instagram,0.79
2019-01-14,Instagram,0.42
2019-01-12,Instagram,0.48
2019-01-20,Instagram,0.31
2019-01-06,Instagram,0.99
2019-01-08,Instagram,0.44
2019-01-01,Instagram,0.39
2019-01-09,Instagram,0.46
2019-01-20,Instagram,0.16
2019-01-03,Instagram,0.19
2019-01-15,Instagram,0.23
2019-01-11,Instagram,0.52
2019-01-12,Instagram,0.27
2019-01-02,Instagram,0.41
2019-01-10,Instagram,0.2
2019-01-05,Instagram,0.19
2019-01-04,Instagram,0.17
2019-01-09,Instagram,0.13
2019-01-02,Instagram,0.34
2019-01-15,Instagram,0.84
2019-01-14,Instagram,0.4
2019-01-07,Instagram,0.38
2019-01-17,Instagram,0.44
2019-01-13,Instagram,0.35
2019-01-06,Instagram,0.23
2019-01-16,Instagram,0.47
2019-01-03,Instagram,0.12
2019-01-13,Instagram,0.96
2019-01-15,Instagram,0.97
2019-01-14,Instagram,0.42
2019-01-13,Instagram,0.27
2019-01-11,Instagram,0.51
2019-01-09,Instagram,0.76
2019-01-10,Instagram,0.65
2019-01-14,Instagram,0.15
2019-01-15,Instagram,0.15
2019-01-12,Instagram,0.16
2019-01-28,Instagram,0.78
2019-01-25,Instagram,0.38
2019-01-28,Instagram,0.62
2019-01-25,Instagram,0.71
2019-01-25,Instagram,0.87
2019-01-25,Instagram,0.9
2019-01-26,Instagram,0.71
2019-01-28,Instagram,0.91
2019-01-27,Instagram,0.25
2019-01-27,Instagram,0.15
2019-01-25,Instagram,0.32
2019-01-26,Instagram,0.16
2019-01-26,Instagram,0.53
2019-01-28,Instagram,0.2
2019-01-28,Instagram,0.38
2019-01-28,Instagram,0.52
2019-01-27,Instagram,0.18
2019-01-26,Instagram,0.83
2019-01-28,Instagram,0.42
2019-01-25,Instagram,0.21
2019-01-26,Instagram,0.52
2019-01-27,Instagram,0.41
2019-01-27,Instagram,0.12
2019-01-25,Instagram,0.15
2019-01-26,Instagram,0.25
2019-01-27,Instagram,0.18
2019-01-25,Instagram,0.7
2019-01-08,Media,194.81
2019-01-06,Media,205.04
2019-01-07,Media,197.8
2019-01-02,Media,168.01
2019-01-05,Media,197.79
2019-01-04,Media,184.57
2019-01-03,Media,204.08
2019-01-10,Media,114.78
2019-01-09,Media,207.44
2019-01-14,Media,57.81
2019-01-16,Media,55.48
2019-01-12,Media,67.15
2019-01-13,Media,63.21
2019-01-15,Media,53.19
2019-01-11,Media,67.51
2019-01-17,Media,57.76
2019-01-02,Media,0.01
2019-01-02,Media,0
2019-01-02,Media,0
2019-01-05,Media,8.18
2019-01-04,Media,4.849915
2019-01-03,Media,5.86
2019-01-03,Media,126.14
2019-01-12,Media,109.02
2019-01-23,Media,194.3
2019-01-25,Media,630.167038
2019-01-26,Media,92.86903
2019-01-24,Media,574.257812
2019-01-20,Media,299.117449
2019-01-05,Media,108.07
2019-01-21,Media,278.41
2019-01-17,Media,84.65
2019-01-24,Media,218.445364
2019-01-24,Media,133.067176
2019-01-06,Media,124.72
2019-01-07,Media,105.31
2019-01-17,Media,351.55
2019-01-06,Media,82.67
2019-01-28,Media,187.66
2019-01-22,Media,109.183584
2019-01-20,Media,652.334436
2019-01-11,Media,339.78
2019-01-14,Media,333.23
2019-01-05,Media,134.59
2019-01-02,Media,337.78
2019-01-05,Media,293.53
2019-01-19,Media,663.29
2019-01-21,Media,114.39
2019-01-22,Media,259.399725
2019-01-25,Media,198.965908
2019-01-13,Media,166.8
2019-01-15,Media,120.98
2019-01-26,Media,597.833758
2019-01-08,Media,424.23
2019-01-01,Media,233.68
2019-01-25,Media,127.427379
2019-01-09,Media,398.02
2019-01-28,Media,648.16
2019-01-19,Media,199.53
2019-01-14,Media,143.11
2019-01-27,Media,96.599031
2019-01-16,Media,99.36
2019-01-09,Media,86.44
2019-01-13,Media,359.27
2019-01-28,Media,121.75
2019-01-03,Media,107.39
2019-01-09,Media,100.78
2019-01-16,Media,338.71
2019-01-19,Media,226.5
2019-01-20,Media,163.538605
2019-01-23,Media,604.51
2019-01-06,Media,371.21
2019-01-26,Media,243.707455
2019-01-17,Media,87.9
2019-01-21,Media,557.67
2019-01-15,Media,363.4
2019-01-04,Media,315.15449
2019-01-22,Media,540.910051
2019-01-04,Media,128.577752
2019-01-03,Media,363.33
2019-01-02,Media,160.26
2019-01-11,Media,102.52
2019-01-27,Media,629.003689
2019-01-10,Media,412.76
2019-01-10,Media,109.59
2019-01-07,Media,334.69
2019-01-04,Media,123.337843
2019-01-16,Media,91.72
2019-01-27,Media,251.367478
2019-01-12,Media,370.93
2019-01-23,Media,120.98
2019-01-02,Media,97.06
2019-01-01,Media,345.89
2019-01-08,Media,89.57
2019-01-24,Media,16.569648
2019-01-12,Media,16.58
2019-01-09,Media,16.24
2019-01-25,Media,15.799675
2019-01-02,Media,13.22
2019-01-17,Media,9.6
2019-01-10,Media,9.94
2019-01-06,Media,17.33
2019-01-16,Media,16.16
2019-01-11,Media,12.97
2019-01-01,Media,22.87
2019-01-08,Media,18.78
2019-01-27,Media,19.629803
2019-01-13,Media,33.41
2019-01-15,Media,21.68
2019-01-07,Media,17.93
2019-01-22,Media,31.42664
2019-01-28,Media,24.86
2019-01-23,Media,26.43
2019-01-14,Media,31.16
2019-01-26,Media,23.309757
2019-01-08,Media,64.03
2019-01-12,Media,57.76
2019-01-11,Media,55.22
2019-01-19,Media,37.24
2019-01-21,Media,36.63
2019-01-20,Media,57.359511
2019-01-13,Media,67.57
2019-01-15,Media,64.43
2019-01-07,Media,68.84
2019-01-14,Media,67.78
2019-01-01,Media,63.82
2019-01-10,Media,55.12
2019-01-02,Media,5.2
2019-01-01,Media,8.5
2019-01-01,Media,21.17
2019-01-01,Media,24.97
2019-01-02,Media,3.32
2019-01-02,Media,3.34
2019-01-15,Media,275.91
2019-01-26,Media,96.04
2019-01-17,Media,267.94
2019-01-07,Media,247.54
2019-01-03,Media,189.08
2019-01-20,Media,275.9
2019-01-05,Media,191.46
2019-01-28,Media,143.31
2019-01-02,Media,192.61
2019-01-16,Media,308.21
2019-01-25,Media,100.55
2019-01-09,Media,250.15
2019-01-06,Media,192.75
2019-01-14,Media,216.22
2019-01-11,Media,195.54
2019-01-10,Media,236.07
2019-01-13,Media,218.2
2019-01-12,Media,207.75
2019-01-08,Media,243.67
2019-01-01,Media,210.44
2019-01-04,Media,185.35
2019-01-23,Media,188.81
2019-01-19,Media,264.09
2019-01-24,Media,152.75
2019-01-21,Media,219.57
2019-01-27,Media,100.59
2019-01-22,Media,275.14
2019-01-08,Instagram,0.01
2019-01-09,Instagram,0.03
2019-01-05,Instagram,0.01
2019-01-14,Instagram,0.01
2019-01-04,Instagram,0.02
2019-01-01,Instagram,0.01
2019-01-07,Instagram,0.06
2019-01-02,Instagram,0.01
2019-01-03,Instagram,0.02
2019-01-11,Instagram,0
2019-01-21,Instagram,0.02
2019-01-20,Instagram,0.01
2019-01-26,Instagram,0
2019-01-26,Instagram,0.01
2019-01-10,Instagram,0.1
2019-01-23,Instagram,4.83
2019-01-23,Instagram,6.85
2019-01-26,Instagram,5.83
2019-01-24,Instagram,5.44
2019-01-25,Instagram,3.74
2019-01-24,Instagram,5.68
2019-01-25,Instagram,5.79
2019-01-23,Instagram,3.73
2019-01-28,Instagram,5.36
2019-01-24,Instagram,5.94
2019-01-14,Instagram,7.16
